7.037482474681488,8.230304719890759
7.145294064730368,8.322636485170296
6.602798197015844,8.997356346474781
6.963297445191206,8.652081877611558
6.921511379566637,7.159975225655357
8.024659976167651,9.161912520091942
7.702017644157795,9.393333690612382
7.861435022393896,9.119405778698072
8.409344558591318,9.37750079241273
7.542538465584741,8.991036977353632
6.519454969403648,5.289832577729764
5.478427687733912,5.666113561348078
5.802530410536338,5.947929931429558
5.97554442766145,5.503952086168149
5.975109585069983,5.664781732507433
2.8195637099823743,2.0164874525748413
2.415997618699878,2.35661216701656
2.456636923315579,2.4247670689156298
2.8813612064803693,2.1499948127485142
3.0965266298358505,3.0796713868964423
